ngramme	Cliges	Yvain	AlexisP11	ThebesC	AlexisPRI	FillePonth1B1	AlexisP13	BenTroieC_1partial	ChaceP	AlexisOctP	SGeorgDeG	MeraugisF	SGeorgVosL	AigarB	LancJ	PercevalKu	CleomHas	BenTroieC_4partial	ErecF	DancusM	JAvesnesFilleB	JugAmD	OmbreB2	UnicornecW	AlexisPQ
nat	16	10	9	28	3	3	3	6	1	0	0	6	0	1	5	8	19	2	12	9	13	1	1	0	6
nau	3	5	0	3	1	0	0	12	0	1	1	1	0	3	5	3	37	1	2	0	0	0	1	0	0
nav	32	27	7	68	3	11	2	83	1	7	1	23	0	1	38	52	86	3	39	3	12	3	3	0	5
nax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
nay	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2
naz	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
naç	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
naï	3	1	0	1	0	0	0	1	0	0	0	1	0	0	1	3	0	0	2	0	0	0	0	0	0
naü	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
nba	13	12	0	0	0	0	0	0	0	0	0	0	0	6	36	19	3	0	18	0	0	0	0	0	3
nbe	12	1	0	0	0	0	0	0	0	0	0	0	0	2	24	14	1	0	31	0	0	0	0	0	0
nbi	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
nbl	130	1	0	0	0	3	0	0	0	0	0	0	1	3	82	85	2	0	86	0	0	0	0	0	0
nbo	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nbr	34	6	0	0	0	3	0	0	0	3	0	6	5	5	35	55	11	0	42	0	1	0	0	0	0
nbu	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
nc
	4	10	2	12	7	0	0	0	0	0	0	2	0	8	10	18	2	0	20	3	0	0	0	0	0
nc 	54	22	18	198	21	9	21	128	1	8	4	35	4	24	47	66	187	22	78	16	4	2	8	2	10
nca	0	0	0	0	1	1	2	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0
nce	147	21	9	216	19	20	12	169	4	28	13	38	13	24	229	138	151	15	109	10	150	5	3	10	3
nch	26	161	1	120	1	20	26	60	1	2	5	35	6	5	48	60	129	9	66	6	21	8	4	0	5
nci	23	3	2	26	4	3	3	30	3	1	0	8	1	0	12	30	55	8	16	3	17	0	0	2	4
ncl	36	14	1	17	3	7	1	12	0	0	1	2	3	0	8	14	7	0	12	1	19	0	0	0	1
ncm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
ncn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
nco	51	51	8	40	11	31	11	45	9	6	2	55	2	5	77	87	108	0	78	0	38	0	12	2	5
ncq	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	9	0	0	0	2
ncr	2	1	0	4	1	0	3	5	0	1	0	0	0	1	0	2	0	0	0	0	6	0	0	0	0
nct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
ncu	11	3	0	5	0	0	4	8	0	1	2	13	2	5	7	10	5	2	6	9	6	0	1	0	1
ncy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ncz	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ncè	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
ncé	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
nd
	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
nd 	1	0	2	1	1	0	1	0	4	2	0	0	0	0	1	0	8	0	0	2	76	0	0	0	4
nda	8	8	0	19	1	39	3	16	0	4	4	9	3	5	9	30	86	0	22	2	24	1	8	2	3
nde	160	108	19	188	34	34	21	81	11	11	22	67	9	7	157	207	283	8	154	16	75	11	12	6	13
ndi	14	15	6	48	12	33	10	35	1	3	3	15	5	0	9	11	454	3	19	3	25	3	2	1	14
ndo	19	18	2	25	6	6	10	18	1	0	0	6	0	5	18	28	77	1	21	1	16	2	2	1	5
ndr	255	154	13	350	13	10	7	175	15	14	9	103	25	0	201	200	237	14	184	10	102	10	35	9	19
nds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ndu	56	50	2	75	8	8	13	54	1	6	1	11	4	13	76	91	116	2	61	0	25	5	6	1	12
ndy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	1
ndz	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ndè	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ndé	10	7	0	9	6	6	4	10	2	1	6	3	0	0	10	9	86	0	16	0	3	1	3	0	4
ndë	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ne
	224	180	3	316	4	6	0	155	8	8	9	36	20	0	183	204	224	28	182	36	5	12	10	6	8
ne 	1405	1242	151	1514	284	256	266	1118	57	121	61	518	65	32	1393	1410	2875	85	1173	171	344	76	175	65	137
nea	31	0	0	7	0	1	0	12	0	0	1	1	0	0	19	16	0	0	15	1	9	0	0	0	0
neb	7	1	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
nec	0	3	0	12	0	1	0	0	0	0	0	1	0	0	0	3	0	0	0	3	3	0	0	0	0
ned	0	0	6	0	0	0	1	8	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
nee	34	32	0	46	0	19	6	41	0	1	0	5	0	0	29	44	1	4	52	0	34	7	0	2	0
nef	7	0	5	1	5	8	0	21	0	2	0	16	0	0	2	14	13	0	3	0	3	0	0	4	6
neg	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	1	0	0	0	1	0	0	0	0
neh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
nei	8	0	1	131	1	0	0	101	0	11	1	0	1	7	5	7	3	9	5	0	0	0	0	0	1
nek	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nel	75	29	3	96	10	10	4	76	3	13	0	21	0	2	86	101	63	6	62	0	7	4	31	0	15
nem	22	17	10	39	2	6	6	56	0	6	3	10	4	1	25	15	79	5	24	4	23	3	2	3	7
nen	188	173	24	321	31	24	26	132	6	13	5	86	1	11	107	59	195	36	71	7	14	5	22	10	11
neo	0	0	0	4	1	2	1	2	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0
nep	10	13	0	17	0	2	0	1	0	0	0	3	0	0	9	10	9	0	15	0	5	0	0	0	0
neq	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ner	64	46	14	113	34	32	27	87	20	7	6	34	6	15	78	78	170	2	74	5	59	5	16	0	11
nes	148	108	12	228	29	16	25	210	7	21	5	71	5	27	183	184	276	20	133	32	48	7	20	15	10
net	2	19	11	2	0	1	19	1	0	0	0	2	0	1	1	11	49	0	9	1	4	0	0	1	0
neu	1	63	4	4	2	39	6	4	5	4	10	1	0	0	1	3	48	0	3	0	97	1	1	0	5
nev	15	4	0	8	0	4	0	6	0	0	0	1	0	0	2	3	3	0	3	0	0	0	0	0	0
nex	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nez	24	4	4	53	0	0	0	29	4	6	3	14	0	0	58	90	51	3	54	13	29	2	9	0	9
neç	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
neî	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
neï	6	1	0	6	0	0	0	0	0	0	0	5	0	0	10	12	3	1	4	0	0	0	0	0	0
neö	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
neü	13	18	0	38	0	3	0	21	0	0	0	3	0	0	17	18	44	1	15	0	0	0	2	0	4
nf
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
nf 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
nfa	11	3	7	47	18	6	19	20	0	1	13	0	1	8	7	5	10	2	2	0	6	0	0	0	22
nfe	9	3	8	15	8	5	6	1	0	1	2	4	3	2	5	10	7	0	3	1	8	1	0	1	8
nff	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
nfi	6	6	0	11	0	3	10	10	0	1	0	4	0	1	5	2	14	1	2	0	10	0	0	3	0
nfl	1	1	0	32	0	3	0	1	0	0	0	0	0	0	1	3	1	0	1	4	2	0	0	0	0
nfo	30	14	6	42	9	0	6	17	0	6	2	7	3	3	9	17	84	2	23	3	28	1	2	1	3
nfr	0	4	0	0	6	2	1	2	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0
nfu	2	3	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	1
nfè	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nfé	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1	0	0	0	0	0	0	0	0
ng
	14	21	0	0	4	1	0	6	2	0	0	11	0	0	18	24	6	0	23	1	0	2	4	0	0
ng 	24	27	1	1	3	1	2	19	2	0	2	23	0	0	31	23	51	1	32	13	87	2	3	0	2
nga	4	4	1	1	0	4	2	0	0	1	0	1	0	1	0	17	7	0	4	0	9	1	0	1	0
nge	48	24	12	115	25	6	18	81	1	4	8	3	3	7	36	43	31	4	21	2	27	1	3	2	4
ngh	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ngi	58	56	4	72	17	26	4	50	4	9	1	26	0	1	64	76	117	2	59	27	22	1	8	6	3
ngl	12	8	0	19	7	0	2	4	1	1	0	5	3	6	12	12	5	0	8	5	12	0	1	2	0
ngm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ngn	84	68	0	0	0	9	1	0	0	1	2	0	0	0	21	27	48	0	61	1	32	12	18	0	4
ngo	15	19	1	8	1	2	2	9	0	4	1	6	1	0	10	8	4	1	11	0	4	0	1	1	2
ngr	9	3	2	2	1	0	0	8	1	1	0	1	0	0	4	2	6	1	8	0	3	0	0	0	6
ngt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	0	0	0	0
ngu	23	32	1	9	1	0	1	2	3	1	0	6	0	5	14	62	59	0	16	3	19	0	2	4	1
ngz	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
ngè	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ngé	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
nha	8	1	1	1	1	0	1	0	0	0	0	5	0	0	3	0	1	0	2	0	3	0	0	0	0
nhe	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
nho	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
nhu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
ni
	0	2	0	4	0	0	0	5	0	0	0	3	0	0	2	0	4	1	3	0	0	0	0	0	0
ni 	105	97	9	132	16	4	16	123	9	8	0	62	5	25	102	150	140	10	100	3	1	6	11	0	4
nia	0	3	0	0	0	2	0	1	1	0	0	0	1	0	0	3	124	0	5	0	1	1	3	1	0
nib	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
nic	33	2	0	81	0	0	0	1	0	1	0	1	0	0	1	4	9	1	0	0	3	0	1	2	0
nid	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	78	0	0	0	0	0	0
nie	90	101	22	93	25	72	36	127	6	18	7	36	1	3	73	148	222	7	108	30	57	7	12	4	15
nif	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
nig	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
nii	4	0	0	2	0	0	1	0	0	0	0	0	0	0	0	5	3	0	1	0	0	0	0	0	0
nik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
nil	11	12	2	1	1	0	0	1	0	2	0	6	0	0	9	16	8	0	4	0	0	0	2	0	0
nim	0	1	0	1	1	0	0	0	0	0	0	0	0	0	2	0	1	0	1	2	0	0	0	0	0
nin	0	2	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0
nio	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	2	0	0	0	0
nip	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
niq	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
nir	72	80	7	107	24	25	11	58	2	3	2	32	9	1	64	87	168	4	53	6	33	3	13	3	8
nis	14	43	5	16	8	1	4	25	0	3	1	11	0	2	20	40	60	7	20	0	12	0	7	1	5
nit	0	0	2	3	0	4	4	2	0	8	0	0	2	1	1	8	2	0	1	0	3	0	0	0	2
niu	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
niv	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0
nix	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
niz	3	0	1	6	0	0	0	23	1	1	0	4	0	0	4	3	0	2	1	0	0	0	0	0	0
niè	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0
nié	12	17	0	35	1	12	2	9	3	9	0	0	0	0	5	17	15	0	7	0	11	1	0	0	1
nië	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
nja	3	4	0	11	2	4	0	21	0	0	0	2	1	10	1	6	10	0	2	0	1	0	0	0	0
nje	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
njo	7	2	0	3	0	0	0	8	0	1	0	1	0	0	11	4	28	0	11	0	2	0	1	0	0
nju	2	1	0	6	1	2	1	5	0	2	2	0	0	0	5	2	1	0	3	4	4	0	2	0	0
njü	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
nke	0	0	0	0	0	1	18	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
nki	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nl 	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nla	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
nle	0	2	0	2	2	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
nli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
nll	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nlo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
nlu	5	2	0	0	0	0	0	0	0	1	0	1	0	0	0	4	0	0	2	0	1	0	0	0	0
nlè	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nlé	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
nma	1	44	0	0	0	1	0	1	0	0	0	0	0	0	3	11	19	0	0	1	0	0	1	0	0
nmb	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nme	1	227	0	9	1	6	0	0	0	1	0	0	0	0	6	16	236	0	0	0	3	0	1	0	0
nmi	9	9	0	0	1	0	0	0	0	0	0	0	1	0	14	13	11	0	11	0	0	0	0	1	1
nmo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
nmu	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	6	0	0	0	1	0	0	0	0
nmé	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
nna	0	16	0	0	2	1	0	0	0	2	0	0	0	3	0	1	39	0	0	0	30	0	0	0	4
nne	104	88	1	4	17	4	1	1	2	6	8	1	0	2	107	129	209	0	98	25	131	0	0	1	22
nni	0	17	0	0	2	5	0	0	2	4	2	0	0	0	2	0	30	0	0	1	13	0	1	0	1
nno	1	42	1	0	5	3	2	27	0	10	1	0	0	0	1	1	266	1	0	2	10	2	1	0	11
nnt	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nnu	0	12	0	0	4	1	0	0	0	3	0	0	1	0	2	3	3	0	0	2	8	0	1	0	1
nnè	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	1	0	0	0	0
nné	0	11	0	0	8	0	0	0	0	0	2	0	0	0	0	0	65	0	0	0	13	0	0	0	6
no 	0	0	0	0	0	2	2	3	0	0	0	2	0	0	0	0	11	0	0	2	0	0	0	3	0
noa	3	0	0	1	0	0	0	1	0	0	0	3	0	0	12	1	0	0	2	0	0	0	0	0	0
nob	23	2	2	11	2	0	3	11	3	2	1	1	2	0	0	3	117	0	4	0	32	0	0	0	0
noc	3	2	1	0	5	1	3	1	0	7	0	2	0	0	0	2	2	0	4	0	1	0	0	0	2
nod	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
noe	2	2	1	13	3	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	1	0
nog	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
noi	100	103	9	44	13	28	17	31	16	10	3	71	2	0	86	165	408	1	110	15	39	9	10	4	19
nol	4	0	0	0	0	0	0	1	0	0	0	3	0	5	3	13	10	0	2	0	0	7	0	0	0
nom	11	3	9	13	0	3	8	22	2	1	7	8	1	2	3	17	42	6	11	0	20	0	3	0	13
non	105	99	7	128	37	20	25	119	1	14	1	87	0	66	76	149	213	16	88	1	63	4	34	1	8
noo	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
nop	0	0	0	26	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	0	3	0	0	0	0
nor	100	55	32	212	14	33	36	162	3	16	1	44	7	4	106	128	132	9	145	7	3	5	12	0	1
nos	69	20	26	228	19	33	57	231	0	15	4	50	11	18	84	63	31	5	50	7	15	2	0	21	3
not	18	4	0	36	2	1	2	25	0	0	1	9	4	0	7	35	49	0	24	0	0	0	3	2	3
nou	0	136	2	1	63	87	1	0	6	0	10	2	0	0	1	0	503	1	2	1	51	6	8	5	25
nov	24	0	2	32	0	4	1	20	0	7	0	13	0	1	39	46	0	3	35	1	1	2	1	0	0
nox	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
noy	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	20	0	0	0	2
noz	7	0	1	8	0	0	0	17	0	0	0	1	0	0	5	6	0	0	4	0	0	0	0	0	1
noé	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
noë	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
noï	1	3	0	3	0	3	0	3	0	0	0	0	0	0	1	1	1	1	1	0	0	0	2	0	0
noÿ	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
np 	6	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	0	0	6	0	0	0	0	0	0
npa	44	11	0	0	0	3	0	0	0	3	1	0	2	4	26	35	61	0	8	0	0	0	0	0	1
npc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
npe	20	1	0	1	0	1	0	0	0	3	0	0	6	5	9	7	20	0	38	1	0	0	0	0	0
npg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
npi	7	4	0	0	0	0	0	0	1	1	0	0	1	1	6	2	1	0	10	0	0	0	0	0	0
npl	7	1	0	0	0	2	0	0	0	0	0	0	1	0	5	16	0	0	13	0	0	0	0	0	2
npo	3	4	0	0	0	2	0	0	0	0	0	0	0	1	2	8	36	0	0	0	1	0	0	0	1
npr	10	4	0	0	0	0	0	0	0	1	0	0	2	0	28	11	30	0	10	0	0	0	0	0	1
nps	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
npu	2	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0
nq 	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
nqe	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nqu	106	147	9	90	19	22	8	116	1	17	3	73	6	5	162	174	193	6	137	5	21	3	29	5	22
nra	15	21	0	4	6	25	7	5	4	0	0	8	0	2	21	29	84	0	14	5	1	1	1	1	1
nre	2	18	1	56	13	32	6	29	0	1	0	0	0	2	5	11	74	4	2	13	3	0	1	0	1
nri	1	0	0	4	0	3	0	2	0	1	0	0	0	1	1	0	3	0	1	0	1	0	0	0	0
nrn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
nro	4	13	0	2	5	5	3	2	3	0	0	1	0	0	13	24	77	0	10	3	12	0	1	0	3
nrr	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
nru	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
nré	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ns
	100	208	7	106	33	11	13	171	21	12	21	40	4	33	98	112	539	16	124	34	4	6	26	16	20
ns 	281	774	50	374	221	446	180	387	49	28	45	182	110	109	340	421	1812	26	412	65	393	28	64	35	132
nsa	42	24	0	4	11	28	2	8	3	1	1	8	0	5	29	36	122	0	40	7	5	2	2	0	3
nsb	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nsc	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
nsd	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
nse	62	118	22	184	21	43	24	120	2	16	4	41	5	17	77	93	174	5	50	2	60	4	2	2	9
nsf	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nsg	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0
nsi	63	80	5	20	13	36	7	58	7	0	3	102	0	0	54	120	329	3	36	13	45	2	2	4	8
nsm	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
nsn	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0
nso	37	5	2	12	2	3	0	5	1	2	0	0	0	0	24	27	25	0	23	2	5	0	0	0	1
nsp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
nsq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
nss	15	15	0	0	0	3	0	0	0	0	0	0	0	1	8	8	0	0	0	0	2	0	23	0	0
nst	0	29	7	34	13	9	4	4	3	1	0	1	1	0	0	0	39	0	1	1	23	0	1	1	1
nsu	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
nsv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
nsy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
nsç	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nsè	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nsé	8	8	0	1	0	2	0	4	0	0	0	0	0	0	2	5	49	0	2	0	0	0	0	0	4
nsï	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
nt
	741	692	63	1114	109	32	232	739	63	90	74	398	44	20	723	788	3083	98	670	37	21	40	42	47	84
nt 	1846	1740	317	3814	557	1019	564	2545	102	258	217	1098	136	190	1892	1859	5332	266	1857	223	1435	170	209	110	465
nta	47	45	2	59	6	6	9	35	0	4	3	15	1	6	39	52	83	6	60	2	20	2	3	1	3
ntb	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ntc	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ntd	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
nte	246	245	38	315	55	86	96	296	16	39	16	139	19	40	282	283	636	30	310	14	215	30	41	16	57
ntf	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nth	0	1	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	10	0	0	4	0	0	0	0
nti	80	83	10	99	17	65	22	56	14	16	0	20	0	0	69	104	218	12	86	3	109	6	18	4	19
ntj	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ntl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ntm	0	0	0	3	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
nto	22	39	0	18	4	5	4	23	3	3	3	25	4	0	50	44	119	1	18	1	30	1	2	0	13
ntp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ntq	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ntr	149	173	16	234	41	36	23	192	6	11	9	124	6	19	162	180	338	21	198	6	71	7	14	6	20
nts	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
ntu	13	26	1	18	1	18	1	9	1	3	2	8	1	0	19	32	12	0	32	2	25	2	4	0	0
