ngramme	freq-JugAmD	freq-LancJ	freq-AigarB	freq-ChaceP	freq-DancusM	freq-OmbreB2	freq-UnicornecW	freq-PercevalKu	freq-AlexisP13	freq-ErecF	freq-BenTroieC_4partial	freq-MeraugisF	freq-JAvesnesFilleB	freq-Yvain	freq-ThebesC	freq-AlexisPRI	freq-AlexisPQ	freq-CleomHas	freq-SGeorgDeG	freq-AlexisOctP	freq-BenTroieC_1partial	freq-FillePonth1B1	freq-AlexisP11	freq-SGeorgVosL	freq-Cliges
aim	3	7	0	4	0	5	0	5	6	19	0	9	6	30	18	7	1	32	0	4	16	6	2	1	31
ain	31	424	8	19	51	74	18	591	87	510	33	254	147	615	322	79	72	868	21	25	313	69	27	69	349
ais	3	8	25	6	44	8	17	10	72	7	20	0	153	305	315	72	10	756	10	5	268	130	22	14	14
ait	5	28	12	11	13	10	7	22	32	1	17	0	40	112	285	20	11	221	2	2	218	28	15	4	22
al	3	38	3	2	2	4	0	71	13	32	3	17	1	37	33	10	38	99	4	20	31	1	16	4	95
al 	2	18	12	2	0	4	3	34	3	19	0	6	16	10	162	1	3	26	0	1	11	2	0	4	17
ala	3	50	6	3	13	1	1	84	22	34	1	21	31	30	37	16	13	124	2	7	55	32	8	2	64
ale	7	79	20	2	3	6	5	180	56	126	10	27	24	86	211	60	73	200	8	37	97	29	37	11	85
ali	2	0	1	0	2	2	6	7	10	9	3	1	7	15	33	2	4	26	0	2	6	14	4	0	102
alo	4	40	0	5	10	6	0	63	5	46	2	18	8	35	32	2	6	141	1	2	32	13	2	1	34
am	14	74	0	2	1	27	1	102	5	76	4	30	1	81	102	9	6	219	6	15	51	3	5	3	128
amb	3	2	2	5	11	11	3	0	10	0	1	6	17	93	52	27	9	321	1	2	32	35	6	0	0
ame	6	108	10	5	2	10	9	179	30	95	10	16	48	88	90	41	19	216	7	17	118	39	2	3	102
ami	12	53	2	3	0	30	1	124	15	81	1	42	6	44	103	18	23	86	5	9	50	8	12	1	84
amo	34	56	0	2	3	28	1	51	18	44	3	43	42	110	52	5	7	262	2	19	52	20	9	4	133
amp	1	1	1	2	5	1	0	1	0	0	0	20	21	14	57	0	1	13	0	2	12	1	0	1	2
an	2	179	20	3	6	14	1	253	5	208	3	12	0	48	37	8	6	55	8	5	71	1	3	6	129
anc	8	369	45	8	30	6	10	348	20	311	20	53	109	121	222	22	9	162	10	17	215	19	11	14	250
and	8	337	15	12	8	13	1	455	25	402	2	64	127	76	155	31	10	384	18	10	81	78	15	15	368
ane	2	13	11	0	7	19	1	32	2	10	3	4	2	25	43	4	10	38	0	1	29	4	9	0	9
ang	2	77	5	5	24	7	7	124	19	81	2	18	40	50	54	22	10	25	9	8	38	14	6	6	67
ano	2	5	8	0	4	1	0	8	6	4	1	3	1	9	8	5	2	41	0	2	5	0	2	0	7
anq	1	47	1	0	1	6	0	40	0	38	0	0	0	27	0	3	0	4	2	9	0	3	0	2	32
ans	6	135	68	13	11	11	9	139	28	142	3	5	118	118	35	41	28	640	13	2	24	96	2	4	149
ant	19	847	54	24	39	36	17	920	227	965	38	144	295	263	451	102	87	835	40	25	262	96	40	17	943
anz	1	197	0	0	8	11	0	212	0	236	34	33	0	6	244	0	0	0	0	19	237	0	26	0	150
ap	2	74	0	4	14	8	3	97	17	66	2	29	7	58	73	25	15	157	6	6	57	7	9	7	65
ape	7	37	2	5	4	5	1	57	3	50	5	12	9	54	37	22	17	133	0	16	30	15	11	3	49
api	1	4	0	0	0	0	0	0	20	8	0	1	4	5	2	3	1	6	0	1	3	24	0	0	1
apo	1	21	2	1	0	1	0	45	18	25	1	4	2	17	35	17	12	50	0	1	12	9	9	10	23
apr	3	81	1	12	40	15	3	109	16	82	7	48	58	72	74	19	9	159	1	3	75	41	4	2	72
ar	3	47	2	2	9	1	16	67	12	58	7	20	0	62	53	6	5	153	3	4	53	4	1	6	51
ar 	8	14	17	0	21	21	0	11	3	20	4	5	3	8	28	2	4	8	0	9	125	1	1	2	13
ara	3	5	4	0	2	1	2	12	30	22	5	4	7	38	60	31	13	51	3	2	13	2	3	4	16
arb	1	3	2	2	0	1	17	23	2	8	4	3	7	15	32	3	0	20	3	0	19	8	3	3	9
arc	1	7	5	4	4	3	2	16	2	14	3	5	40	14	42	6	5	149	2	14	17	22	4	0	18
ard	5	93	4	3	17	7	4	108	28	100	9	56	43	85	179	31	26	282	10	7	110	21	12	7	102
are	1	28	8	2	3	2	2	47	8	47	7	14	12	19	75	10	6	56	2	3	70	26	12	2	32
arf	1	6	0	1	5	1	2	9	8	5	0	2	12	2	16	3	3	12	0	0	9	0	3	1	1
arg	3	17	2	2	3	1	2	28	10	16	1	13	24	11	69	10	8	108	3	3	59	9	3	2	41
ari	1	18	8	2	10	1	5	24	29	13	2	15	58	31	67	27	11	164	5	15	138	33	12	2	32
arl	5	22	9	0	0	6	0	42	8	12	1	5	7	27	62	6	5	134	3	6	46	14	2	2	15
arm	2	70	10	0	3	1	3	91	21	67	10	10	46	52	42	5	2	573	1	5	32	19	1	2	58
arn	4	2	1	1	3	0	0	1	7	9	2	4	2	4	38	11	6	5	0	4	42	5	8	0	4
aro	3	57	0	4	2	9	0	58	18	90	0	28	44	81	132	8	4	145	2	1	53	50	0	3	87
art	5	74	15	3	13	15	5	116	20	83	12	39	73	72	144	32	23	393	10	13	83	47	13	10	106
aru	1	2	0	0	2	0	0	9	0	1	0	0	0	2	2	0	1	2	0	0	3	0	0	0	0
as	4	13	1	0	1	1	1	32	3	15	2	16	1	26	34	4	1	51	0	2	21	2	0	0	15
asc	3	33	8	10	0	5	6	15	6	28	1	11	4	22	55	1	1	221	0	0	52	16	3	0	34
asm	2	19	2	0	1	1	0	20	8	22	2	1	6	18	41	6	1	37	1	2	12	0	4	1	26
ass	12	120	12	16	6	8	2	144	27	190	8	78	114	132	188	23	4	367	7	20	134	15	15	7	127
ast	2	88	10	3	5	23	4	179	16	99	8	66	33	118	199	10	14	338	3	12	124	16	4	2	76
at	4	18	2	0	5	7	1	46	5	36	4	8	6	31	35	3	3	33	0	6	15	3	11	1	25
ata	4	38	4	2	0	8	3	74	6	57	8	4	27	42	13	3	3	41	1	7	20	19	1	1	51
ate	2	25	9	0	3	1	2	17	15	22	4	19	18	42	84	9	12	50	1	9	30	11	10	2	23
ati	1	25	5	2	4	1	0	30	6	17	2	16	35	16	40	2	7	57	1	6	17	7	1	3	16
ato	2	18	1	2	13	2	0	42	5	56	4	10	6	21	24	8	4	41	0	4	9	14	3	0	29
atr	2	31	3	3	1	1	0	19	2	35	1	12	13	33	55	5	5	80	0	2	20	0	2	0	12
au	3	48	4	18	3	6	6	55	5	33	0	11	7	29	56	9	5	159	3	7	33	6	0	0	56
au 	1	6	5	5	0	1	0	24	1	0	1	4	40	17	1	0	5	40	2	4	3	6	0	2	3
aub	2	8	0	2	1	0	1	19	0	33	3	6	4	12	48	1	2	18	1	0	22	1	0	0	6
auc	3	10	1	3	64	2	2	22	4	45	4	14	3	12	84	0	1	54	1	1	25	8	0	0	8
aud	1	13	2	4	5	2	0	16	3	27	2	8	19	13	39	0	2	14	3	1	14	2	0	0	15
aum	2	34	3	0	8	5	0	18	13	42	4	22	29	12	38	11	10	74	0	7	40	18	0	0	20
aun	1	11	0	0	1	0	0	1	1	5	0	1	0	1	3	0	0	3	0	0	2	0	0	0	1
auq	1	4	5	1	0	1	0	4	0	6	1	0	10	4	24	5	0	7	0	0	29	2	0	0	0
aur	1	1	30	23	1	0	2	4	7	2	1	0	0	30	0	15	1	133	5	0	2	0	0	4	0
aus	17	44	33	26	39	36	10	45	39	286	20	57	29	94	212	36	17	504	1	22	167	119	0	16	70
aut	13	121	7	16	9	15	10	145	18	157	12	93	20	138	121	33	22	233	0	19	121	70	0	8	119
auv	2	56	0	0	7	1	0	186	7	46	1	17	4	50	21	5	6	40	1	1	23	12	0	0	27
aux	2	0	0	1	0	0	0	0	0	0	0	0	19	9	0	0	0	0	0	0	0	0	0	0	0
av	5	93	3	5	1	20	0	123	5	81	8	32	0	85	140	7	4	180	3	17	189	6	7	4	78
ave	4	61	10	4	6	9	0	100	15	45	17	36	8	87	300	8	8	136	4	46	342	32	18	12	60
avi	2	11	2	7	0	5	0	37	6	19	3	29	8	24	22	11	6	192	0	10	52	16	5	0	19
avr	3	72	0	0	3	15	0	123	0	55	5	49	3	28	128	1	0	17	1	6	136	6	7	0	78
ay	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ays	2	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	167	4	0	0	0	0	0	0
az 	2	31	0	0	0	5	0	36	0	10	2	9	0	0	20	0	2	8	0	5	16	0	0	0	8
b	15	146	20	15	20	27	14	270	42	265	12	97	5	151	246	42	21	568	8	29	154	23	12	13	189
ba	1	26	5	1	5	1	0	26	9	27	1	7	0	24	80	8	3	87	1	6	21	3	4	5	29
bai	1	22	10	3	9	2	0	32	13	21	3	4	7	20	52	7	3	74	0	1	37	6	4	1	22
ban	2	7	8	0	0	0	1	13	3	19	3	5	6	9	20	3	0	205	0	0	3	4	1	0	13
bar	4	11	5	1	2	1	0	20	15	38	0	7	14	12	120	7	3	53	0	2	31	15	3	2	39
bat	4	54	12	2	8	0	0	52	10	36	7	20	46	42	102	9	6	130	0	3	50	6	6	2	32
be	4	40	6	2	3	11	0	78	0	78	3	53	1	38	43	18	2	192	4	9	68	3	2	1	37
bel	4	64	4	4	1	20	0	133	1	124	7	66	7	55	25	30	10	331	4	7	90	18	16	3	43
ber	4	28	26	0	3	1	0	37	3	43	5	12	19	11	97	5	4	17	0	0	25	2	6	0	19
bes	4	23	6	2	4	3	2	35	1	36	2	13	13	31	88	3	1	95	2	7	9	0	3	1	19
bi	4	16	0	7	0	9	13	67	14	54	0	0	2	26	2	3	3	109	1	2	3	4	0	2	35
bia	6	33	0	8	0	17	1	123	14	89	1	0	0	36	1	14	10	162	1	0	0	15	0	2	54
bie	1	12	7	1	0	2	19	13	29	8	1	2	26	13	7	2	9	48	3	2	15	21	0	2	18
bis	2	2	2	1	0	2	0	4	0	2	1	0	2	3	8	1	1	10	0	0	5	1	0	2	0
bl	5	16	5	0	3	1	0	18	1	27	1	6	0	5	19	2	1	40	0	0	12	4	1	0	16
bla	8	49	22	1	9	7	3	48	11	85	3	15	9	31	65	11	6	110	2	3	61	13	7	0	51
ble	4	99	2	6	9	7	6	128	28	116	2	57	101	81	139	27	4	237	4	18	70	31	14	23	169
bo	1	34	2	2	6	4	1	54	13	20	4	20	0	51	50	10	10	62	2	10	27	7	4	3	44
bon	6	15	12	2	12	14	2	58	24	22	4	14	20	12	51	16	16	131	3	8	40	16	16	4	19
bou	2	0	0	4	6	0	1	0	3	0	0	0	21	26	2	2	7	32	4	2	0	3	0	0	1
bre	1	34	16	2	5	13	17	58	18	43	6	15	19	47	57	16	11	98	6	4	42	17	14	5	58
bri	1	13	1	6	4	0	0	12	4	22	2	1	17	8	21	2	3	46	1	0	16	0	2	3	9
c	61	671	38	71	44	95	30	774	173	726	44	342	14	860	911	75	65	2812	66	60	526	23	31	36	766
c a	4	6	7	0	1	1	1	14	4	52	1	7	4	2	12	7	2	24	0	2	16	2	6	2	13
c c	2	13	2	0	1	2	0	8	6	61	1	5	12	8	36	7	1	21	0	0	7	11	3	0	13
c e	2	2	3	0	0	0	0	8	2	32	3	4	0	1	20	1	0	28	0	0	11	3	6	0	9
c m	2	3	0	1	1	0	0	6	0	26	1	2	1	2	19	1	0	18	0	0	8	0	0	1	9
c n	1	2	2	0	0	0	0	0	1	8	3	0	1	0	10	0	0	10	0	0	10	2	0	0	6
c p	3	5	4	1	0	2	0	7	5	33	5	3	3	5	23	4	5	32	2	2	27	10	7	0	6
c s	2	6	6	0	5	1	0	6	4	15	0	4	4	4	18	6	0	9	0	2	13	12	4	2	7
c v	1	8	5	0	2	1	0	12	3	34	3	3	2	3	30	4	0	24	0	0	9	5	0	0	6
ca	1	2	11	0	1	0	4	3	23	14	0	17	0	30	33	16	2	127	0	0	26	0	0	1	0
caa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cam	1	0	1	0	1	0	0	1	9	1	2	9	0	15	0	8	0	2	0	0	3	9	0	0	1
can	1	2	11	0	0	0	2	5	10	5	0	0	2	7	2	8	1	49	0	0	3	4	0	0	0
ce	1	48	3	15	1	11	4	42	0	54	7	20	0	10	93	8	4	130	9	5	58	2	2	0	52
ce 	3	89	10	7	18	13	0	137	21	123	10	55	185	16	135	36	19	187	7	20	112	25	11	10	163
cei	1	8	1	0	0	0	0	18	0	1	5	2	0	1	68	0	0	3	3	9	39	0	5	1	6
cel	11	230	5	3	10	8	2	201	1	143	12	34	68	13	62	63	45	197	11	5	45	6	25	0	94
cem	2	3	1	0	2	1	3	4	3	8	0	3	9	0	10	11	13	36	0	2	14	5	0	3	8
cen	2	44	22	3	5	3	3	44	3	12	2	21	17	18	148	17	4	44	4	7	50	6	5	3	30
cer	1	22	9	29	5	2	2	20	0	49	8	11	19	3	30	4	6	91	1	4	27	5	2	1	30
ch	15	169	0	22	15	18	0	227	83	188	11	74	2	409	258	1	18	514	5	10	107	5	10	5	117
cha	9	247	13	33	57	20	1	345	8	265	10	124	95	246	383	1	50	687	12	27	223	28	29	9	194
chc	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
che	27	245	4	14	30	21	1	312	146	251	28	121	80	670	513	2	30	423	5	26	309	45	12	17	191
chi	14	162	1	50	23	23	1	199	143	195	25	100	81	379	298	2	60	468	12	30	188	46	16	8	112
cho	1	5	1	0	0	5	0	9	35	9	0	12	14	80	22	0	6	126	1	3	4	12	1	0	0
ci 	1	29	4	0	1	3	0	21	0	15	4	12	6	6	29	9	2	28	0	2	36	3	1	2	7
cie	1	49	1	16	6	7	12	84	33	77	9	35	35	17	100	43	17	195	19	8	75	10	14	31	44
cit	1	2	1	1	5	2	0	11	0	4	3	14	17	2	61	25	5	29	5	5	53	4	30	3	22
cl	21	5	0	0	0	1	0	32	2	13	0	2	0	10	11	6	5	943	0	3	16	0	1	0	147
cle	28	10	3	3	0	4	3	28	26	32	5	9	9	14	33	21	13	36	5	4	26	11	11	3	44
cli	1	5	0	0	1	0	0	9	2	10	0	0	7	4	7	3	1	7	1	0	8	11	2	1	178
clo	5	10	2	0	1	1	0	15	0	13	0	12	13	19	16	1	2	6	0	1	17	0	1	3	14
co	21	304	18	24	15	38	13	312	28	290	15	141	8	310	294	30	18	682	15	32	189	9	12	17	260
col	4	38	4	4	8	7	0	70	2	45	3	7	7	26	75	2	3	25	4	2	33	4	5	2	51
com	6	117	8	6	11	13	2	113	25	125	16	74	110	50	192	41	14	255	15	13	160	41	20	9	99
con	15	308	42	15	83	20	6	305	62	332	27	164	240	432	419	73	38	754	25	24	339	86	51	12	328
cop	2	6	4	1	0	0	2	22	0	12	0	1	0	30	11	0	0	0	1	3	1	6	0	0	21
cor	25	164	17	27	10	33	12	196	33	248	13	89	43	71	224	15	8	244	2	18	117	38	16	10	167
cot	1	8	0	0	4	1	0	17	0	8	2	4	0	4	10	0	1	6	0	1	1	0	0	0	2
cou	3	32	0	15	3	7	17	9	23	20	3	32	132	176	62	44	43	497	8	4	35	51	2	0	9
cr	1	40	3	1	1	3	0	35	14	25	6	19	1	27	66	7	8	168	30	3	19	3	2	2	33
cre	1	47	5	1	1	3	1	53	18	31	6	18	34	50	129	12	10	19	25	7	58	19	4	18	35
cri	3	30	4	2	0	2	2	37	28	31	15	18	26	34	83	24	32	37	19	14	66	13	14	15	51
cru	1	5	0	0	0	1	0	4	0	5	0	6	12	4	1	0	1	9	1	1	4	15	0	2	6
cu	1	85	2	7	8	19	3	105	18	112	0	38	2	61	79	2	8	196	3	4	53	2	2	3	126
cu 	2	19	0	0	0	0	0	24	0	27	2	21	10	10	43	2	0	21	0	0	11	0	0	2	15
cue	2	24	0	5	0	6	2	23	18	80	2	14	9	25	48	7	3	99	1	1	18	8	0	0	62
cui	3	137	5	6	28	26	1	183	31	109	3	42	25	75	113	5	20	248	3	3	99	26	8	8	152
cun	2	32	7	2	1	5	6	13	4	27	1	11	18	20	48	1	6	212	0	1	44	16	1	0	34
d	45	627	24	51	35	72	30	726	110	541	51	249	16	548	806	150	80	1488	36	87	482	54	62	69	530
da	6	57	0	2	7	2	2	85	11	17	3	9	2	54	84	9	1	74	6	1	41	3	6	19	16
dam	2	60	2	0	1	2	2	89	14	24	5	23	47	65	60	30	1	88	3	1	53	14	2	1	29
dan	7	32	3	1	14	12	2	56	9	31	5	2	96	11	40	6	2	52	3	0	40	88	14	0	34
dar	1	1	7	1	2	0	0	3	1	0	3	3	0	2	17	0	0	25	0	0	15	0	0	0	11
de	17	307	10	18	5	30	11	340	23	272	17	104	4	254	346	30	33	523	18	42	206	15	23	35	239
de 	1	55	18	3	8	5	3	55	16	113	6	21	55	54	107	12	9	84	6	7	60	22	17	1	62
deb	1	10	1	0	1	7	0	18	0	5	1	1	3	7	5	2	3	35	1	4	3	4	2	1	11
dec	1	5	2	0	2	1	2	5	1	7	0	4	4	10	7	1	1	24	1	1	10	1	2	4	8
ded	8	22	0	10	2	5	1	35	1	23	5	20	1	9	70	5	1	57	1	4	22	0	8	0	31
def	1	13	1	2	0	1	0	9	8	24	7	3	7	42	84	4	1	55	1	4	57	1	0	1	17
deh	1	0	0	0	0	0	1	3	0	0	0	0	1	14	2	0	0	1	0	2	3	1	0	0	0
dej	1	2	0	0	0	0	0	1	0	0	0	0	0	0	10	1	0	1	0	0	1	0	0	0	0
del	1	58	5	3	3	6	5	52	7	47	4	4	27	42	26	7	5	45	0	3	27	3	2	5	31
dem	3	136	3	3	14	12	1	155	25	134	7	46	61	121	137	35	19	331	23	9	79	71	19	6	105
den	3	40	4	1	2	5	0	25	12	27	12	43	10	24	140	10	2	74	1	7	54	3	11	2	56
dep	1	34	0	0	0	1	1	24	8	29	3	14	9	26	18	17	11	55	1	3	15	2	8	1	29
der	1	43	8	7	5	7	2	57	11	54	4	26	38	56	56	13	11	233	7	3	35	18	13	3	71
des	11	252	35	11	13	33	8	289	32	214	30	111	128	213	362	45	27	443	15	29	202	50	30	25	250
det	1	9	2	0	0	0	1	6	10	8	4	1	9	8	11	2	1	41	0	0	18	0	12	1	7
deu	3	114	4	0	3	3	13	83	4	141	1	44	15	41	83	9	16	16	3	32	61	3	51	50	21
dev	6	51	3	12	2	10	0	52	11	48	10	31	22	51	72	14	6	338	3	8	69	25	2	7	67
dez	1	19	0	1	0	4	0	24	0	30	0	6	82	2	43	0	24	30	0	3	23	0	2	0	11
deï	1	7	0	0	0	1	0	16	0	3	0	7	0	10	4	0	0	10	0	0	17	0	0	0	7
di	15	41	4	5	3	23	4	83	44	70	10	54	4	100	67	62	12	285	5	6	50	15	2	4	45
di 	9	12	0	1	7	3	0	34	3	24	6	19	6	20	38	5	12	61	3	2	30	18	2	2	7
die	8	34	2	0	1	16	8	38	19	45	5	23	47	47	97	26	4	277	15	2	38	16	4	0	39
din	1	2	1	0	0	1	0	2	1	4	0	0	2	2	3	0	6	339	1	0	1	3	0	0	0
dir	7	21	0	3	0	9	1	58	2	33	5	40	11	34	52	1	1	161	5	3	42	22	2	1	29
dis	2	27	10	4	3	6	2	30	25	25	11	22	49	29	37	23	22	176	2	5	57	31	11	6	14
dit	4	42	2	3	5	5	0	57	8	43	1	23	9	38	22	5	0	46	0	3	20	16	8	1	31
do	5	150	6	25	20	12	5	141	20	113	7	50	3	69	154	32	24	260	4	24	74	19	24	5	146
doi	2	102	1	39	7	13	2	109	18	70	1	58	26	89	13	19	12	231	4	3	3	18	9	3	63
don	11	167	15	5	58	7	2	218	42	145	9	63	47	95	263	33	33	283	7	20	112	30	25	6	168
dou	1	1	0	4	5	17	3	1	11	35	6	2	39	49	101	21	50	184	7	10	56	51	6	0	0
dra	6	70	3	5	4	3	3	66	7	44	4	37	8	30	130	5	7	17	4	3	55	2	6	1	42
dre	4	129	4	13	11	27	9	151	9	160	18	59	107	123	424	14	20	188	8	22	235	8	71	24	242
dro	1	110	0	10	3	11	2	101	6	78	2	43	11	63	49	5	3	162	2	2	36	6	2	2	62
du	2	29	1	1	0	2	3	35	7	41	9	17	2	43	104	13	8	291	2	8	40	1	1	2	58
duc	1	0	1	0	0	0	0	0	1	1	0	0	28	2	18	0	0	8	0	0	1	0	0	0	19
due	3	48	0	0	0	0	0	58	20	56	5	30	9	53	121	23	15	134	2	11	64	6	0	6	59
dui	11	49	4	10	0	10	3	77	5	66	1	15	21	44	82	8	2	39	0	11	34	11	9	1	57
dur	1	29	4	2	1	2	3	41	5	26	8	17	27	37	52	13	12	319	0	9	51	10	11	5	24
dé 	2	1	0	0	0	0	0	3	0	1	1	3	2	1	6	0	0	14	1	1	8	0	0	1	2
e	17	432	41	30	16	52	16	535	60	631	63	291	18	369	650	110	48	1290	50	80	544	18	32	20	448
e a	5	212	28	13	32	34	17	349	71	294	20	81	200	178	210	66	35	425	17	37	164	129	37	18	242
e b	5	62	13	6	15	8	7	99	29	90	6	24	36	53	104	21	14	114	7	12	54	36	11	7	62
e c	10	154	20	22	44	10	12	229	81	204	13	64	166	172	213	67	59	321	28	17	161	74	34	10	172
e d	7	151	10	12	26	18	5	216	77	177	11	62	132	145	196	81	22	290	15	29	133	73	34	18	170
e e	4	118	21	7	12	26	6	155	56	127	17	62	110	145	225	80	34	375	9	31	180	47	23	11	136
e f	7	103	11	6	20	18	8	144	28	131	6	28	100	128	167	36	26	165	7	13	91	61	14	13	100
e g	1	76	8	1	28	5	2	219	23	50	4	16	42	69	99	24	14	82	6	11	60	20	16	4	54
e h	1	22	2	2	2	5	3	40	11	27	6	17	28	32	43	15	8	86	5	6	34	10	13	2	22
e i	1	24	5	1	25	3	2	39	25	25	7	13	41	27	40	10	6	38	1	13	23	16	4	2	23
e j	2	33	3	3	12	5	0	34	17	49	1	14	28	12	50	7	11	54	2	6	23	40	4	5	28
e l	1	67	6	11	8	7	1	81	15	54	4	22	62	46	66	14	17	165	3	7	40	46	2	4	50
e m	1	144	17	10	50	13	9	186	43	110	9	53	121	116	178	61	30	211	15	27	115	92	27	9	114
e n	2	37	7	1	6	4	2	60	16	48	2	18	24	35	56	13	6	75	1	8	46	17	5	3	43
e o	1	51	2	6	21	8	2	62	17	59	6	28	48	44	86	10	18	123	5	7	50	20	6	2	71
e p	5	170	24	12	52	18	8	261	62	169	18	48	187	187	268	75	56	367	11	22	176	70	32	12	188
e q	1	16	2	2	2	2	1	14	2	17	0	8	19	19	25	4	2	13	0	1	15	26	10	0	21
e r	7	97	11	1	9	12	5	122	20	114	13	26	90	86	133	31	16	167	9	11	126	34	13	6	118
e s	8	114	6	8	16	10	10	170	49	103	15	43	128	110	195	41	38	261	7	17	113	69	12	10	107
e t	5	146	14	10	19	7	9	167	38	122	3	62	109	116	202	34	19	184	5	12	124	87	17	7	127
e v	6	131	13	7	15	11	5	205	40	138	7	49	78	101	139	37	25	286	9	13	99	70	18	12	129
eal	1	5	0	1	0	2	0	7	0	8	0	0	11	0	1	0	0	0	0	0	0	0	0	0	6
ean	1	66	0	0	0	2	0	101	4	51	1	13	9	28	4	2	3	1	7	3	4	16	0	1	56
ebo	1	5	3	0	0	7	0	18	0	2	0	0	2	7	3	0	3	29	1	1	3	4	0	1	13
ech	1	24	2	0	1	2	1	28	19	4	0	3	4	94	19	1	12	22	1	8	6	16	7	2	8
ecl	1	2	0	0	0	1	1	2	3	4	0	2	5	9	3	6	8	6	0	2	1	7	8	1	5
eco	1	27	1	0	1	3	3	25	8	45	7	14	38	36	17	16	4	103	3	2	42	5	12	2	38
edi	2	13	1	0	21	0	1	20	14	15	1	7	7	11	16	16	0	22	0	5	9	1	13	0	8
edo	1	17	1	1	0	0	1	16	5	17	4	36	6	13	64	8	0	37	1	2	39	1	11	1	14
edu	8	10	0	9	0	6	1	23	0	30	0	5	5	11	16	5	2	22	0	3	10	0	9	0	16
ee	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ee 	3	58	0	0	0	1	2	103	3	69	10	26	148	55	87	0	0	2	0	0	58	63	0	0	63
eel	1	0	0	0	0	0	0	2	0	2	0	0	1	0	3	1	0	0	0	0	0	0	0	0	2
eem	1	10	0	0	0	2	0	5	1	12	0	5	6	4	17	0	0	0	0	0	4	3	0	0	9
een	1	7	0	0	0	0	2	5	3	11	0	8	0	7	19	0	0	9	0	1	14	0	0	1	16
eer	1	1	0	0	0	1	0	2	1	2	0	0	0	2	5	2	0	2	0	1	2	0	1	0	0
ees	15	43	0	0	0	0	2	61	0	57	30	23	19	36	69	0	0	1	0	0	96	5	0	0	33
ef 	6	25	0	0	11	3	0	52	9	27	3	27	38	18	40	7	13	54	4	5	42	17	6	3	30
eff	1	0	0	1	0	3	0	0	4	18	0	0	12	66	0	5	4	56	1	11	0	1	0	0	0
efl	5	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	1
efm	1	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	0	1	0	4	0	0	0	0
efr	2	11	1	1	1	0	2	27	0	25	0	3	2	3	20	1	0	19	0	1	11	9	0	0	1
ega	3	9	1	0	1	3	1	12	0	18	0	9	17	11	11	3	8	70	4	0	0	4	0	1	10
ehe	1	5	0	0	0	0	0	2	0	1	0	0	1	1	0	0	0	5	0	1	0	1	0	0	0
eig	5	80	2	3	5	4	0	135	3	127	8	30	21	65	145	1	3	59	3	12	103	44	0	7	83
eil	7	42	26	0	11	29	0	35	16	3	11	117	36	142	291	2	4	385	10	3	264	23	12	8	47
ein	1	118	0	2	17	0	0	127	13	68	15	102	11	1	263	1	1	3	4	39	139	0	18	7	138
eis	2	181	44	0	3	0	1	248	3	234	39	0	10	1	679	8	0	7	3	29	411	0	15	3	166
ejo	1	15	0	1	0	2	0	17	1	14	0	7	0	24	10	1	1	9	0	3	0	1	2	0	14
el	0	8	2	0	3	1	0	15	1	7	8	7	0	9	12	2	0	76	0	0	11	0	0	0	1
el 	4	220	13	10	20	46	17	335	76	229	13	90	74	180	253	73	35	278	7	20	158	78	16	12	205
ele	23	352	3	15	44	23	18	546	116	385	46	127	7	317	147	108	65	867	0	19	225	89	40	9	202
eli	2	60	2	2	16	12	4	65	11	43	2	11	25	48	32	15	8	67	0	5	34	5	5	5	54
elo	4	148	0	0	4	1	1	27	5	14	0	2	4	16	18	2	1	93	2	3	6	6	1	1	17
els	3	1	35	0	2	2	0	0	0	0	2	0	1	7	4	28	0	24	0	1	2	1	20	5	0
elz	1	0	0	0	0	0	0	0	0	0	0	0	34	2	0	0	0	0	0	0	0	0	4	0	0
em	1	2	0	2	0	2	1	2	6	0	0	2	0	23	28	11	3	27	18	2	12	0	3	0	89
ema	3	273	8	3	3	10	2	200	15	253	4	39	19	105	99	19	5	173	12	10	70	60	8	6	276
emb	2	0	0	2	1	6	2	0	26	0	4	56	41	21	162	9	13	55	6	14	100	1	14	5	0
eme	21	45	9	16	16	19	10	129	67	47	35	66	200	166	395	59	48	928	19	43	287	67	41	23	45
emi	3	54	1	6	10	8	2	50	14	56	6	21	41	51	106	14	20	107	4	14	65	23	8	1	56
emo	1	35	1	0	5	3	1	41	6	39	4	20	24	43	31	10	8	129	10	3	22	17	4	1	37
emp	3	5	1	3	2	6	1	6	15	0	6	19	22	41	65	16	6	69	27	3	74	9	19	0	135
en	9	112	8	10	1	14	7	144	22	91	12	89	8	145	174	43	25	399	19	24	139	9	16	10	104
en 	1	120	13	14	11	11	1	112	109	108	9	9	28	45	159	27	11	47	9	14	154	30	5	9	116
